MZ041391,B
MZ041446,B
MZ041464,B
MZ041494,B
MZ041517,B
MZ041636,B
MZ041638,B
MZ041647,B
MZ041279,B
MZ041280,B
MZ041291,B
MZ041308,B
MZ041318,B
MZ041322,B
MZ041328,B
MZ041329,B
MZ041335,B
MZ041337,B
MZ041342,B
MZ041344,B
MZ041345,B
MZ041346,B
MZ041347,B
MZ041353,B
MZ041356,B
MZ041357,B
MZ041360,B
MZ041361,B
MZ041381,B
MZ041385,B
MZ041392,B
MZ041397,B
MZ041399,B
MZ041410,B
MZ041412,B
MZ041419,B
MZ041421,B
MZ041424,B
MZ041437,B
MZ041438,B
MZ041439,B
MZ041442,B
MZ041444,B
MZ041445,B
MZ041448,B
MZ041468,B
MZ041477,B
MZ041482,B
MZ041483,B
MZ041499,B
MZ041513,B
MZ041525,B
MN449474,B
MN449475,B
MN449476,B
MW881670,B
MW881676,B
MW881735,B
AY037270,B
AB485641,B
AB485642,B
DQ358805,B
DQ358808,B
DQ358809,B
DQ358810,B
JN692432,B
JN692433,B
JN692435,B
JN692436,B
JN692439,B
JN692440,B
JN692443,B
JN692444,B
JN692470,B
EF637046,B
EF637047,B
EF637048,B
EF637049,B
EF637050,B
EF637051,B
EF637053,B
EF637054,B
EF637056,B
EF637057,B
JN692445,B
JN692446,B
JN692447,B
FJ195086,B
FJ195090,B
JN692450,B
JN692451,B
JN692452,B
JN692453,B
JN692454,B
JN692455,B
JN692457,B
JN692458,B
FJ195088,B
FJ195089,B
FJ195091,B
JN692460,B
JN692461,B
JN692462,B
JN692463,B
JN692464,B
JN692465,B
JN692466,B
JN692467,B
JN692468,B
JN692469,B
JN692471,B
JN692472,B
JN692473,B
JN692474,B
JN692475,B
JN692476,B
JN692479,B
JN692480,B
KJ849784,B
KJ849807,B
KJ849808,B
KJ849811,B
KJ849814,B
KT427650,B
KT427671,B
KT427673,B
KT427675,B
KT427682,B
KT427688,B
KT427692,B
KT427700,B
KT427703,B
KT427717,B
KT427720,B
KT427724,B
KT427733,B
KT427740,B
KT427741,B
KT427745,B
KT427756,B
KT427757,B
KT427761,B
KT427764,B
KT427769,B
KT427784,B
KT427785,B
KT427786,B
KT427792,B
KT427796,B
KT427799,B
KT427803,B
KT427811,B
KT427826,B
KT427829,B
KT427830,B
KT427831,B
KT427870,B
KT427873,B
MG571987,B
MK041551,B
MK041584,B
MK041586,B
MH746261,B
MH746264,B
MH746265,B
MH746266,B
AY779559,B
AY779561,B
AY779562,B
AY779560,B
AY779563,B
AY779564,B
AY779553,B
AY779550,B
AY779554,B
AY779555,B
AY779557,B
AY779551,B
AY779558,B
AY779552,B
MW881680,B
MW881681,B
MW881686,B
MW881690,B
MW881692,B
MW881708,B
MW881709,B
MW881710,B
MW881711,B
MW881713,B
MW881716,B
MW881717,B
MW881718,B
MW881719,B
MW881720,B
MW881721,B
MW881722,B
MW881723,B
MZ662740,B
MZ662755,B
MZ662564,B
MZ662565,B
MZ662573,B
MZ662575,B
MZ662578,B
MZ662579,B
MZ662580,B
MZ662581,B
MZ662582,B
MZ662583,B
MZ662584,B
MZ662585,B
MZ662586,B
MZ662587,B
MZ662588,B
MZ662589,B
MZ662590,B
MZ662591,B
MZ662592,B
MZ662593,B
MZ662594,B
MZ662595,B
MZ662596,B
MZ662597,B
MZ662599,B
MZ662600,B
MZ662601,B
MZ662602,B
MZ662603,B
MZ662604,B
MZ662605,B
MZ662606,B
MZ662607,B
MZ662608,B
MZ662609,B
MZ662610,B
MZ662611,B
MZ662612,B
MZ662613,B
MZ662617,B
MZ662618,B
MZ662619,B
MZ662620,B
MZ662622,B
MZ662625,B
MZ662626,B
MZ662627,B
MZ662629,B
MZ662630,B
MZ662631,B
MZ662632,B
MZ662633,B
MZ662634,B
MZ662635,B
MZ662636,B
MZ662637,B
MZ662638,B
MZ662640,B
MZ662641,B
MZ662642,B
MZ662643,B
MZ662644,B
MZ662645,B
MZ662646,B
MZ662647,B
MZ662649,B
MZ662651,B
MZ662652,B
MZ662653,B
MZ662654,B
MZ662655,B
MZ662667,B
MZ662673,B
MZ662674,B
MZ662675,B
MZ662676,B
MZ662679,B
MZ662680,B
MZ662691,B
MZ662695,B
MZ662715,B
MW881697,B
MW881698,B
MW881699,B
MW881700,B
MW881701,B
MW881703,B
MW881704,B
MW881705,B
MW881706,B
MW881707,B
GU177863,B
GU647196,B
GU647197,B
GU647198,B
AY180905,B
EF057102,B
DQ007901,B
DQ007902,B
DQ007903,B
DQ990880,B
KF859773,B
MH431788,B
MK850457,B
AY561237,B
AY561239,B
FJ388890,B
FJ388891,B
FJ388895,B
FJ388896,B
FJ388898,B
FJ388899,B
FJ388904,B
FJ388905,B
FJ388910,B
FJ388911,B
FJ388912,B
FJ388914,B
FJ388915,B
FJ388916,B
FJ388918,B
FJ388919,B
FJ388920,B
FJ388923,B
FJ388924,B
FJ388927,B
FJ388930,B
FJ388931,B
FJ388933,B
FJ388934,B
FJ388935,B
FJ388936,B
FJ388937,B
FJ388939,B
FJ388940,B
FJ388941,B
FJ388956,B
FJ388957,B
FJ388958,B
FJ388959,B
FJ388960,B
FJ388962,B
FJ388963,B
FJ388964,B
FJ388965,B
FJ403482,B
FJ388947,B
FJ388949,B
FJ388954,B
FJ388955,B
JF683736,B
JF683746,B
JF683765,B
JF683791,B
JF683797,B
JF683804,B
JF683805,B
JF683807,B
JF683808,B
JF683809,B
EF514704,B
EF514701,B
FJ694790,B
K02083,B
MH843935,B
D86068,B
D86069,B
AF070521,B
U26942,B
AF003887,B
AF003888,B
MH479275,B
DQ207943,B
DQ207942,B
U43141,B
U43096,B
MT191115,B
MT191116,B
MT191117,B
MT191118,B
MT191119,B
MT191120,B
MW063053,B
MW063054,B
MW063055,B
MW063056,B
MW063057,B
MW063058,B
MW063059,B
MW063060,B
MW063061,B
MW063062,B
MW063063,B
MW063064,B
MW063065,B
MW063066,B
MW063067,B
MW063068,B
MW063069,B
MK115602,B
MK115612,B
MK115615,B
MK115622,B
MK115633,B
MK115637,B
MK115652,B
MK115653,B
MK115654,B
MK115660,B
MK115663,B
MK115664,B
MK115675,B
MK115683,B
MK115691,B
MK115871,B
MK115872,B
MK115879,B
MK115880,B
MK115884,B
MK115886,B
MK115887,B
MK115889,B
MK115892,B
MK115894,B
MK115896,B
MK115899,B
MK115903,B
MK115907,B
MK115912,B
MK115917,B
MK115918,B
MK115919,B
MK115922,B
MK115923,B
MK115925,B
MK115928,B
MK115934,B
MK115935,B
MK115937,B
MK115938,B
MK115946,B
MK115948,B
MK115952,B
MK115954,B
MK115955,B
MK115956,B
MK115957,B
MK115959,B
MK115961,B
MK115962,B
MK115963,B
MK115964,B
MK115965,B
MK115966,B
MK115970,B
MK115973,B
MK115974,B
MK115975,B
MK115977,B
MK115978,B
MK115982,B
MK115983,B
MK115985,B
MK115989,B
MK115990,B
MK115992,B
MK115994,B
MK115996,B
MK115997,B
MK115999,B
MK116000,B
MK116001,B
MK116002,B
MK116004,B
MK116007,B
MK116009,B
MK116011,B
MK116012,B
MK116013,B
MK116014,B
MK116016,B
MK116019,B
MK116021,B
MK116022,B
MK116023,B
MK116024,B
MK116028,B
MK116030,B
MK116032,B
MK116034,B
MK116036,B
MK116037,B
MK116040,B
MK116041,B
MK116042,B
MK116046,B
MK116047,B
MK116049,B
MK116052,B
MK116053,B
MK116054,B
MK116055,B
MK116057,B
MK116058,B
MK116059,B
MK116060,B
MK116061,B
MK116062,B
MK116063,B
MK116064,B
MK116066,B
MK116067,B
MK116068,B
MK116070,B
MK116071,B
MK116072,B
MK116073,B
MK116074,B
MK116075,B
MK116076,B
MK116077,B
MK116078,B
MK116079,B
MK116082,B
MK116085,B
MK116086,B
MK116087,B
MK116088,B
MK116090,B
MK116091,B
MK116093,B
MK116095,B
MK116098,B
MK116099,B
MK116103,B
MK116106,B
MK116107,B
MK116112,B
MK116116,B
MK116120,B
MK116122,B
MK116123,B
MK116125,B
MK116127,B
MK116129,B
MK116132,B
MK116134,B
MK116135,B
MK116138,B
MK116145,B
MK116148,B
MK116149,B
MK116150,B
MK116160,B
MK116161,B
MK116167,B
MK116172,B
MK116174,B
MK116177,B
MK116180,B
MK116181,B
MK116188,B
MK116190,B
MK116191,B
MK116194,B
MK116200,B
MK116209,B
MK116210,B
MK116212,B
MK116214,B
MK116216,B
MK116220,B
MK116223,B
MT190625,B
MT190626,B
MT190627,B
MT190628,B
MT190629,B
MT190641,B
MW061817,B
MW061869,B
MW061975,B
MW061992,B
MW062023,B
MW062053,B
MW062069,B
MW062070,B
MW062084,B
MW062088,B
MW062156,B
MW062160,B
MW062185,B
MN090734,B
MN090735,B
MN090736,B
MN090737,B
MN090738,B
MN090739,B
MN090740,B
MN090742,B
MN090743,B
MN090744,B
MN090745,B
MN090746,B
MN090747,B
MN090748,B
MN090749,B
MN090750,B
MN090751,B
MN090752,B
MN090753,B
MN090754,B
MN090755,B
MN090756,B
MN090757,B
MN090758,B
MN090759,B
MN090760,B
MN090761,B
MN090762,B
MN090763,B
MN090764,B
MN090765,B
MN090766,B
MN090767,B
MN090768,B
MN090769,B
MN090770,B
MN090771,B
MN090772,B
MN090774,B
MN090775,B
MN090776,B
MN090777,B
MN090778,B
MN090780,B
MN090781,B
MN090782,B
MN090783,B
MN090784,B
MN090786,B
MN090788,B
MN090789,B
MN090790,B
MN090791,B
MN090792,B
MN090794,B
MN090795,B
MN090796,B
MN090797,B
MN090799,B
MN090802,B
MN090803,B
MN090804,B
MN090805,B
MN090806,B
MN090807,B
MN090808,B
MN090809,B
MN090811,B
MN090812,B
MN090813,B
MN090814,B
MN090815,B
MN090816,B
MN090817,B
MN090818,B
MN090819,B
MN090820,B
MN090821,B
MN090822,B
MN090823,B
MN090825,B
MN090826,B
MN090829,B
MN090831,B
MN090832,B
MN090833,B
MN090834,B
MN090835,B
MN090836,B
MN090837,B
MN090838,B
MN090839,B
MN090841,B
MN090842,B
MN090843,B
MN090844,B
MN090845,B
MN090846,B
MN090847,B
MN090848,B
MN090849,B
MN090850,B
MN090851,B
MN090852,B
MN090854,B
MN090855,B
MN090856,B
MN090857,B
MN090858,B
MN090860,B
MN090861,B
MN090863,B
MN090865,B
MN090866,B
MN090867,B
MN090869,B
MN090870,B
MN090871,B
MN090872,B
MN090873,B
MN090874,B
MN090875,B
MN090876,B
MN090877,B
MN090880,B
MN090881,B
MN090882,B
MN090883,B
MN090885,B
MN090886,B
MN090887,B
MN090888,B
MN090889,B
MN090890,B
MN090892,B
MN090895,B
MN090896,B
MN090898,B
MN090900,B
MN090901,B
MN090904,B
MN090906,B
MN090909,B
MN090910,B
MN090912,B
MN090913,B
MN090914,B
MN090915,B
MN090917,B
MN090918,B
MN090919,B
MN090920,B
MN090921,B
MN090922,B
MN090923,B
MN090924,B
MN090925,B
MN090931,B
MN090932,B
MN090933,B
MN090934,B
MN090935,B
MN090936,B
MN090937,B
MN090938,B
MN090940,B
MN090941,B
MN090942,B
AB547464,B
MK303348,B
MK303349,B
MK303350,B
MK303351,B
MK303353,B
MK303354,B
MK303355,B
AB480698,B
AB287369,B
AB287370,B
AB287371,B
AB287372,B
AB289587,B
AB289588,B
AB289589,B
AB289590,B
AB221125,B
AB221126,B
AB286955,B
AB286956,B
AB480692,B
AB480693,B
AB480694,B
AB480695,B
AB480696,B
AB480697,B
AB287363,B
AB287364,B
AB287365,B
AB287366,B
AB287367,B
AB287368,B
AB731663,B
AB731664,B
AB731665,B
AB731666,B
AB731667,B
AB731668,B
AB731669,B
AB731670,B
MG760379,B
DQ366659,B
DQ366660,B
DQ366661,B
DQ366662,B
DQ366666,B
GQ277610,B
EF495062,B
EU031914,B
GQ175882,B
GQ175883,B
AB097867,B
AB097870,B
AB097865,B
U34603,B
U34604,B
MH666158,B
JN251901,B
MN887108,B
MN887109,B
MN887110,B
KJ948656,B
KJ948660,B
MN043576,B
MN043577,B
KF561442,B
MT559066,B
MN043579,B
MN043584,B
MN043585,B
MN043587,B
MN043589,B
MN043591,B
MN043596,B
MN043597,B
MN043598,B
MN043599,B
MN043604,B
MN237643,B
MN237644,B
MT101871,B
MT877453,B
MZ359150,B
KJ140246,B
KJ140247,B
KJ140248,B
KJ140251,B
KJ140252,B
KJ140255,B
KJ140257,B
KJ140258,B
KJ140259,B
KJ140261,B
KJ140266,B
MK577480,B
KJ140245,B
MK577481,B
MT559044,B
MT559046,B
MN043580,B
MN043581,B
MN043583,B
MN043592,B
MN043593,B
MN043594,B
MN043595,B
MN237642,B
MN237645,B
MN237646,B
MT877454,B
KF561443,B
KJ140262,B
KU869610,B
MK577479,B
KJ140253,B
MK577478,B
MT559045,B
MT224126,B
MT877450,B
MT877451,B
MT679553,B
AF224507,B
MW405327,B
MW405328,B
MT877449,B
MN043590,B
MN043601,B
MN043603,B
MN043607,B
KJ140254,B
KJ140264,B
KJ140265,B
MT582420,B
JQ316127,B
JQ316128,B
JQ316131,B
JQ316132,B
JQ316135,B
MN043600,B
MN043606,B
MT679552,B
DQ295192,B
DQ295195,B
JQ316126,B
JQ316130,B
JQ316133,B
AY839827,B
MT679550,B
MT679551,B
DQ837381,B
JQ316134,B
JQ341411,B
MN043605,B
MW405325,B
MW405330,B
KJ140263,B
MT559061,B
MW405331,B
MW405332,B
MW405324,B
MW405333,B
KF561440,B
KF561441,B
MT224127,B
MT582423,B
MW405329,B
MK871374,B
MT877455,B
MW405326,B
MW405334,B
MW405335,B
MW405336,B
MW405337,B
MG461319,B
MG461320,B
MG461321,B
MG461322,B
MT559054,B
MT559055,B
MT582424,B
MT877452,B
MT559050,B
MT559051,B
MT559052,B
MT559053,B
MT559056,B
MT559057,B
MT559058,B
MT559059,B
MT559060,B
MT559062,B
MT559063,B
MT559064,B
MT559065,B
MT582422,B
MT559048,B
MT559049,B
OK514771,B
OL446078,B
AF256205,B
AF256206,B
AF256207,B
AF256211,B
DQ854714,B
DQ854715,B
DQ854716,B
AF256204,B
AF256208,B
AF256209,B
AF256210,B
AJ006287,B
GQ386774,B
GQ386775,B
GQ386776,B
GQ386777,B
GQ386778,B
GQ386779,B
GQ386780,B
GQ386781,B
GQ386782,B
GQ386783,B
GQ386784,B
GQ386785,B
GQ386786,B
GQ386787,B
GQ386788,B
GQ386789,B
GQ386790,B
GQ386791,B
GQ386792,B
GQ386793,B
GQ386794,B
GQ386795,B
KT200351,B
KT200350,B
KT200349,B
KT200354,B
KT200358,B
KT200352,B
KT200353,B
KT200355,B
KT200356,B
KT200357,B
KT200348,B
MN055643,B
MF373125,B
MF373127,B
MF373129,B
MF373130,B
MF373140,B
MF373142,B
MF373144,B
MF373149,B
MF373151,B
MF373161,B
MF373162,B
MF373174,B
MF373185,B
MF373186,B
MF373191,B
MF373201,B
MF373203,B
MF373204,B
DQ230842,B
AY713408,B
DQ354113,B
DQ354120,B
DQ354121,B
AF530576,B
AY358042,B
AY945711,B
DQ354123,B
AY945710,B
AY945733,B
AY945734,B
AY358071,B
AF529573,B
AY358069,B
AY358070,B
AY358072,B
KJ769147,B
JN860762,B
JN860765,B
DQ823362,B
DQ823363,B
DQ823364,B
D10112,B
AJ271445,B
AY835759,B
AY835748,B
AY835754,B
AY835770,B
AY835777,B
AY835781,B
AY352275,B
AY835762,B
AY835765,B
AY835779,B
MN887608,B
MN887609,B
MN887611,B
MN887612,B
MN887613,B
MN887614,B
MN887615,B
MN887616,B
MN887619,B
MN887621,B
MN887622,B
U69584,B
U69585,B
U69586,B
U69587,B
U69588,B
AB221005,B
AB253432,B
AY835755,B
AY835769,B
AY713409,B
AF004394,B
AY835749,B
AY835756,B
AY835757,B
AY835771,B
AY835774,B
AY835775,B
AY835778,B
AY835780,B
U63632,B
AY835758,B
AY835760,B
L02317,B
AF286365,B
AY835763,B
AY835750,B
AY835766,B
U39362,B
U21135,B
AY173952,B
AY173953,B
U69589,B
U69590,B
U69591,B
U69592,B
U69593,B
AY835751,B
FJ496158,B
FJ496160,B
FJ496161,B
FJ496163,B
FJ496164,B
AF069140,B
AY835761,B
AB485638,B
AB485639,B
AB485640,B
FJ496146,B
FJ496147,B
FJ496148,B
FJ496149,B
FJ496150,B
JN944928,B
JN944945,B
AY835764,B
AY835752,B
AY835767,B
AY835776,B
AY835773,B
AY713410,B
AY835768,B
KU678161,B
KU678162,B
KU678163,B
KU678164,B
KU678165,B
KU678167,B
KU678168,B
KU678169,B
KU678170,B
KU678171,B
KU678172,B
KU678173,B
KU678174,B
KU678177,B
KU678179,B
AY835753,B
AY835772,B
AY560107,B
AY560108,B
AY560109,B
AY560110,B
AY444812,B
EF363122,B
EF363123,B
FJ496167,B
FJ496168,B
FJ496170,B
FJ496171,B
FJ496175,B
FJ496176,B
FJ496180,B
FJ496181,B
FJ496182,B
FJ496184,B
JN944917,B
JN944930,B
JN944938,B
JN944944,B
JN944946,B
JN944948,B
FJ496155,B
FJ496156,B
FJ496157,B
FJ469738,B
JN944911,B
JN944936,B
JN944943,B
JN944947,B
KU678191,B
KU678192,B
MK383406,B
MK383410,B
MK383414,B
MK383417,B
MK383424,B
MK383427,B
MK383432,B
MK383433,B
MK383435,B
MK383438,B
MK383448,B
MK383451,B
MK383557,B
MK383558,B
MK383567,B
MK383585,B
MK383589,B
MK383819,B
MK383857,B
MK384157,B
MK384169,B
MK384797,B
MK384836,B
MK384840,B
FJ496076,B
FJ496077,B
FJ496079,B
FJ469687,B
FJ469688,B
FJ469693,B
FJ469728,B
FJ469730,B
FJ469734,B
FJ469735,B
FJ469737,B
FJ469741,B
FJ469748,B
FJ469749,B
FJ469754,B
FJ469757,B
FJ469758,B
FJ469760,B
FJ469762,B
FJ469686,B
FJ469701,B
FJ469731,B
FJ469739,B
FJ469740,B
FJ469742,B
FJ469743,B
FJ469753,B
FJ469755,B
FJ469759,B
FJ469764,B
FJ469765,B
FJ469770,B
EF363124,B
EF363125,B
EF363126,B
EF363127,B
EU547186,B
FJ469684,B
FJ469695,B
FJ469697,B
FJ469698,B
FJ469722,B
FJ469732,B
FJ469733,B
FJ469745,B
FJ469772,B
DQ886037,B
FJ496081,B
FJ496084,B
FJ496085,B
KF990605,B
KF990606,B
KF990607,B
FJ469682,B
FJ469683,B
FJ469703,B
FJ469706,B
FJ469717,B
FJ469718,B
FJ469724,B
FJ469746,B
FJ469747,B
JF689852,B
JF689857,B
JF689859,B
JF689860,B
MK383403,B
MK383408,B
MK383409,B
MK383412,B
MK383415,B
MK383419,B
MK383420,B
MK383425,B
MK383430,B
MK383441,B
MK383443,B
MK383446,B
MK383447,B
MK383450,B
MK383452,B
MK383464,B
MK383470,B
MK383485,B
MK383486,B
MK383488,B
MK383491,B
MK383492,B
MK383493,B
MK383494,B
MK383497,B
MK383498,B
MK383502,B
MK383503,B
MK383505,B
MK383506,B
MK383509,B
MK383511,B
MK383512,B
MK383513,B
MK383514,B
MK383515,B
MK383517,B
MK383519,B
MK383520,B
MK383522,B
MK383523,B
MK383524,B
MK383525,B
MK383528,B
MK383529,B
MK383530,B
MK383531,B
MK383532,B
MK383533,B
MK383534,B
MK383536,B
MK383537,B
MK383538,B
MK383539,B
MK383541,B
MK383542,B
MK383543,B
MK383545,B
MK383547,B
MK383548,B
MK383549,B
MK383550,B
MK383551,B
MK383552,B
MK383559,B
MK383565,B
MK383574,B
MK383607,B
MK383608,B
MK383609,B
MK383610,B
MK383611,B
MK383612,B
MK383614,B
MK383615,B
MK383616,B
MK383620,B
MK383621,B
MK383622,B
MK383623,B
MK383624,B
MK383625,B
MK383626,B
MK383628,B
MK383629,B
MK383630,B
MK383631,B
MK383632,B
MK383633,B
MK383955,B
MK384081,B
MK384168,B
MK384543,B
MK384583,B
MK384653,B
MK384720,B
MK385223,B
MK385247,B
MK385262,B
FJ495818,B
FJ495822,B
FJ495823,B
FJ495824,B
FJ495825,B
FJ495937,B
FJ495939,B
FJ495941,B
FJ495942,B
FJ496000,B
FJ496001,B
FJ496002,B
FJ496003,B
FJ496004,B
FJ496005,B
FJ496006,B
KF990608,B
FJ469691,B
FJ469696,B
FJ469700,B
FJ469708,B
FJ469709,B
FJ469710,B
FJ469714,B
FJ469723,B
JF689862,B
JF689865,B
JF689867,B
JF689872,B
JN944897,B
JN944905,B
JN944907,B
JN944909,B
JN944939,B
JN944940,B
JN944941,B
JN944942,B
FJ469689,B
FJ469707,B
FJ469713,B
FJ469716,B
FJ469721,B
JF689877,B
JF689883,B
JF689886,B
JF689890,B
MK383385,B
MK383389,B
MK383390,B
MK383392,B
MK383399,B
MK383418,B
MK383421,B
MK383429,B
MK383444,B
MK383453,B
MK383454,B
MK383462,B
MK383465,B
MK383466,B
MK383467,B
MK383468,B
MK383469,B
MK383473,B
MK383474,B
MK383475,B
MK383477,B
MK383478,B
MK383481,B
MK383482,B
MK383484,B
MK383490,B
MK383546,B
MK383553,B
MK383554,B
MK383560,B
MK383561,B
MK383562,B
MK383563,B
MK383564,B
MK383566,B
MK383568,B
MK383569,B
MK383570,B
MK383571,B
MK383572,B
MK383575,B
MK383576,B
MK383578,B
MK383579,B
MK383580,B
MK383581,B
MK383583,B
MK383584,B
MK383594,B
MK383595,B
MK383597,B
MK383599,B
MK383600,B
MK383634,B
MK383635,B
MK383637,B
MK383638,B
MK383639,B
MK383642,B
MK383643,B
MK383644,B
MK383645,B
MK383646,B
MK383647,B
MK383648,B
MK383649,B
MK383650,B
MK383651,B
MK383652,B
MK383653,B
MK383654,B
MK383656,B
MK383657,B
MK383658,B
MK383659,B
MK383660,B
MK383662,B
MK383663,B
MK383668,B
MK383674,B
MK383677,B
MK383749,B
MK383759,B
MK383883,B
MK384224,B
MK384429,B
MK384870,B
MK384930,B
MK385056,B
MK385082,B
MK385264,B
MK385402,B
JF689895,B
MK383397,B
MK383504,B
MK383526,B
MK383613,B
MK383619,B
MK383665,B
MK383670,B
MK383676,B
MK383678,B
MK383679,B
MK383682,B
MK384398,B
MK385196,B
GU733713,B
GU733714,B
GU733715,B
GU733717,B
MK383393,B
MK383396,B
MK383401,B
MK383555,B
MK383577,B
MK383582,B
MK383587,B
MK383590,B
MK383605,B
MK383617,B
MK383655,B
MK383666,B
MK383685,B
MK383919,B
MK384033,B
MK384046,B
MK384667,B
MK385061,B
MK385238,B
KF526120,B
KF526122,B
KF526123,B
KF526141,B
KF526145,B
KU677989,B
KU677990,B
KU677991,B
KU677992,B
KU677993,B
KU677994,B
KU677995,B
KU677996,B
KU677997,B
KU677998,B
KU677999,B
KU678000,B
KU678069,B
KU678070,B
KU678071,B
KU678074,B
KU678075,B
KU678076,B
KU678080,B
MK383384,B
MK383386,B
MK383395,B
MK383398,B
MK383404,B
MK383407,B
MK383416,B
MK383423,B
MK383428,B
MK383439,B
MK383442,B
MK383449,B
MK383455,B
MK383458,B
MK383459,B
MK383460,B
MK383461,B
MK383479,B
MK383535,B
MK383573,B
MK383627,B
MK383669,B
MK383721,B
MK383738,B
MK383747,B
MK383777,B
MK383815,B
MK383910,B
MK384078,B
MK384095,B
MK384161,B
MK384287,B
MK384297,B
MK384379,B
MK384400,B
MK384532,B
MK384829,B
MK384850,B
MK384866,B
MK385101,B
MK385503,B
KU641402,B
MN692145,B
MN692146,B
MN692147,B
JN397362,B
KF384798,B
KF384799,B
KF384800,B
KF384801,B
KF384802,B
KF384803,B
KF384804,B
KF384805,B
KF384806,B
KF384807,B
KF384808,B
KF384809,B
KF384810,B
KF384811,B
KF384812,B
KF384813,B
KF384814,B
KF526174,B
KF526175,B
KF526176,B
KF526177,B
KF526178,B
KF526179,B
KF526181,B
KF526192,B
KF526201,B
KF526202,B
KF526203,B
KF526204,B
KF526228,B
KF526231,B
KF526236,B
KF526245,B
KF526254,B
KF526255,B
KF526261,B
KF526265,B
KF526270,B
KF526276,B
KF526279,B
KF526280,B
KF526287,B
KF526298,B
KF526312,B
KF526318,B
KF526323,B
MK383387,B
MK383388,B
MK383391,B
MK383402,B
MK383405,B
MK383456,B
MK383463,B
MK383592,B
MK383593,B
MK383636,B
MK383667,B
MK383673,B
MK383675,B
MK383683,B
MK383684,B
MK383744,B
MK383780,B
MK383967,B
MK384055,B
MK384292,B
MK384607,B
MK384637,B
MK384778,B
MK384915,B
MK384961,B
MK385126,B
MK385157,B
MK385254,B
MK385305,B
MK385379,B
MK385416,B
MK385494,B
MK385530,B
MK385576,B
MZ080781,B
MZ080802,B
MZ080807,B
MZ080812,B
MZ080813,B
MZ080815,B
MH897911,B
MH897912,B
MH897915,B
MH897917,B
MZ080880,B
MZ080968,B
MZ080970,B
KY778473,B
KY778474,B
KY778479,B
KY778482,B
KY778487,B
KY778496,B
KY778502,B
KY778510,B
KY778511,B
KY778514,B
KY778516,B
KY778517,B
KY778529,B
KY778545,B
KY778548,B
KY778593,B
KY778611,B
KY778615,B
KY778616,B
KY778638,B
KY778650,B
